"gscStatus","url","path","lastGscDate","pageType","currentIndexability","inCurrentSitemap","lastMaterialChange","registryReviewAt","internalLinkSourceCount","sampleInternalLinkSources","sixMonthClicks","sixMonthImpressions","action","destination","rationale","nextReview"
"Discovered - currently not indexed","https://emetcapital.com.au/services/smsf-lending/cities/gold-coast","/services/smsf-lending/cities/gold-coast","N/A","location","indexable","true","2026-08-06","2026-11-04","1","src/pages/services/SMSFLending.tsx","unavailable","unavailable","retain","","Distinct city/service route is retained for observation; city pages are not deindexed solely because GSC excludes them.","2026-11-04"
"Discovered - currently not indexed","https://emetcapital.com.au/services/smsf-lending/cities/melbourne","/services/smsf-lending/cities/melbourne","N/A","location","indexable","true","2026-08-06","2026-11-04","1","src/pages/services/SMSFLending.tsx","unavailable","unavailable","retain","","Distinct city/service route is retained for observation; city pages are not deindexed solely because GSC excludes them.","2026-11-04"
"Discovered - currently not indexed","https://emetcapital.com.au/services/smsf-lending/cities/perth","/services/smsf-lending/cities/perth","N/A","location","indexable","true","2026-08-06","2026-11-04","1","src/pages/services/SMSFLending.tsx","unavailable","unavailable","retain","","Distinct city/service route is retained for observation; city pages are not deindexed solely because GSC excludes them.","2026-11-04"
"Discovered - currently not indexed","https://emetcapital.com.au/services/smsf-lending/cities/sydney","/services/smsf-lending/cities/sydney","N/A","location","indexable","true","2026-08-06","2026-11-04","1","src/pages/services/SMSFLending.tsx","unavailable","unavailable","retain","","Distinct city/service route is retained for observation; city pages are not deindexed solely because GSC excludes them.","2026-11-04"
"Discovered - currently not indexed","https://emetcapital.com.au/services/trade-finance","/services/trade-finance","N/A","service","indexable","true","2026-08-06","2026-11-04","18","src/components/TradeFinanceCityPage.tsx; src/content/case-studies/brisbane-fortitude-valley-trade-finance.md; src/content/guides/debtor-finance-supply-chain-finance-australia.md","unavailable","unavailable","retain","","Discovered URL remains in the sitemap and linked portfolio; allow a full observation period before a material decision.","2026-11-04"
"Discovered - currently not indexed","https://emetcapital.com.au/services/working-capital","/services/working-capital","N/A","service","indexable","true","2026-08-06","2026-11-04","39","src/components/WorkingCapitalCityPage.tsx; src/config/site-route-manifest.ts; src/content/case-studies/brisbane-fortitude-valley-trade-finance.md","0","1","retain","","Discovered URL remains in the sitemap and linked portfolio; allow a full observation period before a material decision.","2026-11-04"
"Discovered - currently not indexed","https://emetcapital.com.au/services/working-capital/cities/adelaide","/services/working-capital/cities/adelaide","N/A","location","indexable","true","2026-08-06","2026-11-04","2","src/components/WorkingCapitalCityPage.tsx; src/pages/services/WorkingCapital.tsx","unavailable","unavailable","retain","","Distinct city/service route is retained for observation; city pages are not deindexed solely because GSC excludes them.","2026-11-04"
"Discovered - currently not indexed","https://emetcapital.com.au/services/working-capital/cities/brisbane","/services/working-capital/cities/brisbane","N/A","location","indexable","true","2026-08-06","2026-11-04","2","src/components/WorkingCapitalCityPage.tsx; src/pages/services/WorkingCapital.tsx","unavailable","unavailable","retain","","Distinct city/service route is retained for observation; city pages are not deindexed solely because GSC excludes them.","2026-11-04"
"Discovered - currently not indexed","https://emetcapital.com.au/services/working-capital/cities/gold-coast","/services/working-capital/cities/gold-coast","N/A","location","indexable","true","2026-08-06","2026-11-04","2","src/components/WorkingCapitalCityPage.tsx; src/pages/services/WorkingCapital.tsx","unavailable","unavailable","retain","","Distinct city/service route is retained for observation; city pages are not deindexed solely because GSC excludes them.","2026-11-04"
"Discovered - currently not indexed","https://emetcapital.com.au/services/working-capital/cities/melbourne","/services/working-capital/cities/melbourne","N/A","location","indexable","true","2026-08-06","2026-11-04","2","src/components/WorkingCapitalCityPage.tsx; src/pages/services/WorkingCapital.tsx","unavailable","unavailable","retain","","Distinct city/service route is retained for observation; city pages are not deindexed solely because GSC excludes them.","2026-11-04"
"Discovered - currently not indexed","https://emetcapital.com.au/services/working-capital/cities/perth","/services/working-capital/cities/perth","N/A","location","indexable","true","2026-08-06","2026-11-04","2","src/components/WorkingCapitalCityPage.tsx; src/pages/services/WorkingCapital.tsx","unavailable","unavailable","retain","","Distinct city/service route is retained for observation; city pages are not deindexed solely because GSC excludes them.","2026-11-04"
"Discovered - currently not indexed","https://emetcapital.com.au/services/working-capital/cities/sydney","/services/working-capital/cities/sydney","N/A","location","indexable","true","2026-08-06","2026-11-04","2","src/components/WorkingCapitalCityPage.tsx; src/pages/services/WorkingCapital.tsx","unavailable","unavailable","retain","","Distinct city/service route is retained for observation; city pages are not deindexed solely because GSC excludes them.","2026-11-04"
